paperID;studyID;publicationYear;rct;effectID;nFemale;nMale;nGenderReported;journal;doiPublication;locationWhereConducted;latitudeUniversity;country;h5indexGSJournalMarch2016;citationsGSMarch2016;firstDatabaseHit;direction;focalVariable;useMA;reportedOverallN;focalGroupComparison;linkToBivariateCorrelations;F;logRegB;b;t;r;chiSq;beta;waldchisq;df1;df2;nWarm;nCold;nControl;nInt2;nInt3;nInt4;nInt5;mWarm;mCold;mControl;sdWarm;sdCold;sdControl;nItems;sampleType;pReported;design;activePassiveControl;dReported;etaSq;published;effectTypeNeitherCompensatoryPrimingBoth;physicalTemperatureManipulation;physicalTemperatureManipulationElisa;physicalTemperatureManipulationBill;physicalTemperatureManipulationBastien;visualVerbalTemperaturePrime;visualVerbalTemperaturePrimeElisa;visualVerbalTemperaturePrimeBill;visualVerbalTemperaturePrimeBastien;outsideTemperature;outsideTemperatureElisa;outsideTemperatureBill;outsideTemperatureBastien;temperatureEstimate;temperatureEstimateElisa;temperatureEstimateBill;temperatureEstimateBastien;subjectiveWarmthJudgment;subjectiveWarmthJudgmentElisa;subjectiveWarmthJudgmentBill;subjectiveWarmthJudgmentBastien;coreTemperatureMeasurement;coreTemperatureMeasurementElisa;coreTemperatureMeasurementBill;coreTemperatureMeasurementBastien;skinTemperatureMeasurement;skinTemperatureMeasurementElisa;skinTemperatureMeasurementBill;skinTemperatureMeasurementBastien;skinLocation;moderatedEffect;moderatedEffectElisa;designFeaturesPrimingCompensatoryElisa;designFeaturesPrimingCompensatoryBill;designFeaturesPrimingCompensatoryBastien;categoryEmotion;categoryEmotionElisa;categoryEmotionBill;categoryEmotionBastien;categoryInterpersonal;categoryInterpersonalElisa;categoryInterpersonalBill;categoryInterpersonalBastien;categoryPersonPerception;categoryPersonPerceptionElisa;categoryPersonPerceptionBill;categoryPersonPerceptionBastien;categoryGroupProcesses;categoryGroupProcessesElisa;categoryGroupProcessesBill;categoryGroupProcessesBastien;categoryRobotics;categoryRoboticsElisa;categoryRoboticsBill;categoryRoboticsBastien;categoryMoralJudgment;categoryMoralJudgmentElisa;categoryMoralJudgmentBill;categoryMoralJudgmentBastien;categorySelfRegulation;categorySelfRegulationElisa;categorySelfRegulationBill;categorySelfRegulationBastien;categoryCognitiveProcesses;categoryCognitiveProcessesElisa;categoryCognitiveProcessesBill;categoryCognitiveProcessesBastien;categoryJudgmentAndDecisionMaking;categoryJudgmentAndDecisionMakingElisa;categoryJudgmentAndDecisionMakingBill;categoryJudgmentAndDecisionMakingBastien;categoryNeuralMechanisms;categoryNeuralMechanismsElisa;categoryNeuralMechanismsBill;categoryNeuralMechanismsBastien;positiveNegativeAffect;moderationAttachment;attachmentMeasure;socialThermoregulationAttachment;sourceTargetDirectionalityElisa;sourceTargetDirectionalityBill;sourceTargetDirectionalityBastien;nvTestsAwareness;nvLackIntention;nvEfficiencyBehavior;nvLackControl;vTestsAwareness;vLackIntention;vEfficiencyBehavior;vLackControl;testsInnateness;ethnicityReported
46;1;2014;1;1;47;43;0;Psychology Journal;;Bishop's University;45.361618;Canada;;0;Google Scholar citing W&B;1;1;1;90;;;4.44;;;;;;;;1;88;45;45;;;;;;;;;;;;20;student;0.038;Between;;;0.048;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
47;1;2010;1;1;36;14;0;Journal of Experimental Social Psychology;10.1016/j.jesp.2010.07.01;Utrecht University;52.090242;Netherlands;50;116;Web of Science;1;1;1;50;;;4.25;;;;;;;;1;48;26;24;;;;;;19.88;19.33;;1.75;1.31;;;student;0.045;Between;;0.36;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
47;2;2010;1;1;63;20;0;Journal of Experimental Social Psychology;10.1016/j.jesp.2010.07.01;Utrecht University;52.090242;Netherlands;50;116;Web of Science;1;1;1;49;;;3.95;;;;;;;;1;48;26;57;;;;;;20.62;18.05;;3.92;5.58;;;general;0.052;Between;;0.53;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
47;3;2010;1;1;47;23;0;Journal of Experimental Social Psychology;10.1016/j.jesp.2010.07.01;Utrecht University;52.090242;Netherlands;50;116;Web of Science;1;1;1;70;;;4.53;;;;;;;;1;68;36;34;;;;;;23.06;22.06;;2.92;2.63;;;student;0.037;Between;;0.36;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
47;4;2010;1;1;29;7;0;Journal of Experimental Social Psychology;10.1016/j.jesp.2010.07.01;Utrecht University;52.090242;Netherlands;50;116;Web of Science;1;1;1;36;interaction;;;;;2.46;;;;;;34;17;19;;;;;;19.76;21.74;;1.2;2.63;;;student;0.019;Between;;0.97;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
48;1;2015;1;1;25;29;0;British Journal of Social Psychology;10.1111/bjso.12108;Peking University?;39.986714;China;30;0;PsycInfo;1;1;1;54;interaction;;;;;2.46;;;;;;52;;;;;;;;6.78;8.37;;2.49;2.27;;1;student;0.017;Between;;0.663;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
48;2;2015;1;1a;32;28;0;British Journal of Social Psychology;10.1111/bjso.12108;Peking University?;39.986714;China;30;0;PsycInfo;1;1;0;60;interaction;;;;;2.48;;;;;;28;;;;;;;;2.53;4.13;;2.17;1.25;;1;student;0.019;Between;;;;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
48;2;2015;1;1b;32;28;0;British Journal of Social Psychology;10.1111/bjso.12108;Peking University?;39.986714;China;30;0;PsycInfo;1;1;0;60;interaction;;;;;2.13;;;;;;28;;;;;;;;8.47;7.27;;0.92;1.98;;1;student;0.042;Between;;;;1;2;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
48;3;2015;1;1a;96;54;0;British Journal of Social Psychology;10.1111/bjso.12108;Peking University?;39.986714;China;30;0;PsycInfo;1;1;0;150;interaction;;;;;2.37;;;;;;48;;;;;;;;5.96;;5.16;1.31;;1.07;1;student;0.022;Between;1;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
48;3;2015;1;1d;96;54;0;British Journal of Social Psychology;10.1111/bjso.12108;Peking University?;39.986714;China;30;0;PsycInfo;1;1;0;150;interaction;;;;;3.03;;;;;;48;;;;;;;;;5.24;3.88;;1.54;1.64;1;student;0.004;Between;1;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
48;3;2015;1;1b;96;54;0;British Journal of Social Psychology;10.1111/bjso.12108;Peking University?;39.986714;China;30;0;PsycInfo;1;1;0;150;interaction;;;;;2.56;;;;;;48;;;;;;;;;4.04;5.16;;1.88;1.07;1;student;0.013;Between;1;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
48;3;2015;1;1c;96;54;0;British Journal of Social Psychology;10.1111/bjso.12108;Peking University?;39.986714;China;30;0;PsycInfo;1;1;0;150;interaction;;;;;2.07;;;;;;48;;;;;;;;2.84;;3.88;1.91;;1.64;1;student;0.044;Between;1;;;1;2;1;1;1;1;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
49;1;;1;2;39;6;0;;;Columbia University;40.807981;USA;;0;Google Scholar citing W&B;1;1;0;45;interaction;;0.84;;;;;;;;2;42;;;;;;;;;;;;;;;student;0.44;Between;;;;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;0;1;0;0;0;0;0;0;0;0;0;
49;1;;1;1;39;6;0;;;Columbia University;40.807981;USA;;0;Google Scholar citing W&B;1;1;0;45;interaction;;1.78;;;;;;;;2;42;;;;;;;;;;;;;;;student;0.18;Between;;;;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;0;1;0;0;0;0;0;0;0;0;0;
50;;2012;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;1;2015;1;1;32;8;0;Social Psychological and Personality Science;10.1177/1948550615574005;University of Basel;47.558613;Switzerland;39;0;Web of Science;1;1;1;40;;;8.36;;;;;;;;1;36;20;20;;;;;;21.33;22.91;;1.62;1.59;;;student;0.006;Between;1;;0.19;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;1;1;1;1;0;0;0;0;0;0;0;0;
51;2;2015;1;1;46;16;0;Social Psychological and Personality Science;10.1177/1948550615574005;University of Basel;47.558613;Switzerland;39;0;Web of Science;1;1;1;62;;;5.12;;;;;;;;1;57;30;30;;;;;;34.71;35.61;;1.73;1.66;;;student;0.028;Between;1;;0.08;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;1;1;1;1;0;0;0;0;0;0;0;0;
52;1;;1;1;;;;;;large Korean University? (emailed, could not find author);;South Korea;;0;Google Scholar citing W&B;1;1;1;52;;;;;;2.2;;;;;;50;26;26;;;;;;5.23;4.31;;1.63;1.38;;1;student;<.05;Between;;;;1;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
52;1;;1;2;;;;;;large Korean University? (emailed, could not find author);;South Korea;;0;Google Scholar citing W&B;1;1;1;52;;;;;;1.12;;;;;;50;26;26;;;;;;83.08;77.69;;17.15;17.51;;1;student;>.20;Between;;;;0;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
52;2;;1;1;;;;;;University of Toronto;43.660739;Canada;;0;Google Scholar citing W&B;1;1;1;64;;;;;;;;5.07;;;1;;32;32;;;;;;;;;;;;;student;<.05;Between;;;;0;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
52;2;;1;2;;;;;;University of Toronto;43.660739;Canada;;0;Google Scholar citing W&B;1;1;1;64;;;;;;;;3.69;;;1;;32;32;;;;;;;;;;;;;student;0.055;Between;;;;0;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
52;2;;1;3;;;;;;University of Toronto;43.660739;Canada;;0;Google Scholar citing W&B;1;1;1;64;;;;;;2.47;;;;;;62;32;32;;;;;;53.75;44.06;;19.3;11.03;;1;student;<.05;Between;;;;0;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
52;2;;1;4;;;;;;University of Toronto;43.660739;Canada;;0;Google Scholar citing W&B;1;1;1;64;;;;;;2.34;;;;;;62;32;32;;;;;;339.06;279.69;;111.97;89.68;;1;student;<.05;Between;;;;0;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
52;2;;1;5;;;;;;University of Toronto;43.660739;Canada;;0;Google Scholar citing W&B;1;1;1;64;;;;;;0.86;;;;;;62;32;32;;;;;;706.25;671.88;;164.49;154.99;;1;student;>.30;Between;;;;0;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
52;2;;1;6;;;;;;University of Toronto;43.660739;Canada;;0;Google Scholar citing W&B;1;1;1;64;;;;;;0.69;;;;;;62;32;32;;;;;;5.31;5.13;;1.09;1.07;;1;student;>.40;Between;;;;0;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
52;3;;1;1;;;;;;University of Toronto;43.660739;Canada;;0;Google Scholar citing W&B;1;1;1;83;took hot vs. cold;;;;;;;7.04;;;1;;41;42;;;;;;;;;;;;;student;<.01;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
52;3;;1;2;;;;;;University of Toronto;43.660739;Canada;;0;Google Scholar citing W&B;1;1;1;40;took hot vs. cold;;;;;;;4.01;;;1;;40;40;;;;;;;;;;;;;student;<.05;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
52;4;;;2;;;;;;;;Canada;;;;1;;0;;;;;;;;;;;;;;54;55;;;;;;;;;;;;1;student;0.09;;;;;;;;;0;0;;;1;1;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;1;1;1;;;0;0;0;;;;;0;0;;0;0;;0;0;;;0;
52;4;;1;4;;;;;;University of Toronto;43.660739;Canada;;0;Google Scholar citing W&B;1;1;1;163;took hot vs. cold;;1.29;;;;;;;;1;156;54;55;;;;;;;;;;;;4;student;0.26;Between;;;;0;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
52;4;;1;3;;;;;;University of Toronto;43.660739;Canada;;0;Google Scholar citing W&B;1;1;1;162;;;;;;;;6.84;;;5;;54;55;53;;;;;;;;;;;;student;>.20;Between;1;;;0;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
52;Field Study 1;;1;1;;;;;;Seoul, Korea;37.5665;South Korea;;0;Google Scholar citing W&B;1;1;1;52;;;;;;5.23;;;;;;42;;;;;;;;88.57;70.43;;11.53;11.47;;1;general;<.001;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
52;Field Study 1;;0;2;;;;;;Spa in Seoul, Korea;37.5665;South Korea;;0;Google Scholar citing W&B;1;1;1;;;;;;;5.53;;;;;;42;;;;;;;;6;3.93;;1.41;1.02;;1;general;<.001;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
52;Field Study 1;;0;3;;;;;;Spa in Seoul, Korea;37.5665;South Korea;;0;Google Scholar citing W&B;1;1;1;;;;;;;2.55;;;;;;42;;;;;;;;43.33;37.39;;8.42;7.05;;1;general;<.05;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
52;Field Study 2;;0;2;;;;;;Spa in Seoul, Korea;37.5665;South Korea;;0;Google Scholar citing W&B;1;1;1;90;took hot vs. cold;;160.52;;;;;;;;1;58;29;31;;;;;;1555;899;;204;197;;;general;<.0001;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
52;Field Study 2;;1;1;;;;;;Spa in Seoul, Korea;37.5665;South Korea;;0;Google Scholar citing W&B;1;1;1;90;;;;;;;;8.51;;;2;;29;31;;;;;;;;;;;;;general;<.05;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
53;1;2012;1;1;60;9;0;Ergonomics;10.1080/00140139.2012.659763;Chemnitz University of Technology?;50.81412;Germany;28;23;Google Scholar citing W&B;1;1;1;69;;;;;;2.09;;;-0.24;;;61;33;36;;;;;;2.62;2.71;;0.32;0.37;;;student;0.04;Between;;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;affiliation.  Multi-Motive Grid (MMG) (Schmalt et al. 2000, for the English version, see Sokolowski et al. 2000);;0;0;0;0;0;0;0;0;0;0;0;0;
53;1;2012;1;3;60;9;0;Ergonomics;10.1080/00140139.2012.659763;Chemnitz University of Technology?;50.81412;Germany;28;23;Google Scholar citing W&B;1;1;1;69;;;;;;2.55;;;-0.25;;;61;33;36;;;;;;48.33;64.46;;26.89;30.92;;;student;0.013;Between;;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
53;1;2012;1;4;60;9;0;Ergonomics;10.1080/00140139.2012.659763;Chemnitz University of Technology?;50.81412;Germany;28;23;Google Scholar citing W&B;1;1;1;69;;;;;;2.06;;;-0.32;;;61;33;36;;;;;;5.26;5.7;;0.78;0.76;;4;student;0.044;Between;;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
53;1;2012;1;2;60;9;0;Ergonomics;10.1080/00140139.2012.659763;Chemnitz University of Technology?;50.81412;Germany;28;23;Google Scholar citing W&B;1;1;1;69;;;;;;2.02;;;-0.26;;;61;33;36;;;;;;7.39;7.65;;0.63;0.63;;24;student;0.047;Between;;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
53;1;2012;1;6;60;9;0;Ergonomics;10.1080/00140139.2012.659763;Chemnitz University of Technology?;50.81412;Germany;28;23;Google Scholar citing W&B;1;1;1;69;;;;;;0.14;;;-0.02;;;61;33;36;;;;;;2.36;2.34;;1.14;0.91;;4;student;;Between;;;;;;;1;1;1;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;;0;1;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
53;1;2012;1;5;60;9;0;Ergonomics;10.1080/00140139.2012.659763;Chemnitz University of Technology?;50.81412;Germany;28;23;Google Scholar citing W&B;1;1;0;69;interaction effect;;;;;2.04;;;-0.25;;;59;33;36;;;;;;;;;;;;3;student;0.046;Between;;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
